,comment,date
371,"・
🤗🧡👏ドンジュン💕お疲れ様😌💓
・
#Repost @super_d.j ...
맛남의광장👨🏻‍🍳
곧 시작🍽
.
.
.
#빼꼼
・
©️@super_d.j story～💖💖💖
・
・
@super_d.j 
#어제 
#JTBC #월화드라마 #보좌관2 #세상을움직이는사람들
#이정재 #신민아 #이엘리야 #김동준
#정만식 #김갑수 #정웅인 #박효주 #조복래
#KIMDONGJUN #金桐俊 #桐俊 #ドンジュン#キムドンジュン
#메이저나인 #메이저9 #MAJOR9l",
372,"Photo by ᴷᴵᴹ ᴶᴵᴺ ᴴᵞᴬᴺᴳ on June 24, 2020. 사진 설명이 없습니다..","June 24, 2020"
373,Photo by Louis Garrell Henry in Dongdaemun History & Culture Park Station. 이미지: 사람 1명.,
374,"Photo by 뀨룩이 … LKH_fanfage/팬계정 on August 28, 2020. 이미지: 사람 2명.","August 28, 2020"
375,"Photo by むこ 🍒韓国ドラマ🍒 on August 07, 2020. 이미지: 사람 2명, 텍스트.","August 07, 2020"
376,"Photo by VM PROD. Director Wally Seo on August 05, 2020. 이미지: 사람 1명, 앉기, 근접 촬영, 실내.","August 05, 2020"
377,"Photo by @_min_a_shin on August 17, 2020. 이미지: 문구: 'Dispatch GROUP KERS ""The swimsuit was, soon, a combat suit"" Minah Shin, behind the scenes of'Diva' Input 2020.08.18. 10:48 am Revision 2020.08.18 10:51 am Reporter Kim Ji-ho'.","August 17, 2020"
378,"Photo shared by 채아 on September 02, 2020 tagging @sinminah. 이미지: 사람 1명 이상.","September 02, 2020"
379,"@leejehoon_official & @skuukzky 😊 #Actor #movie #건축학개론#영화#배우 #couple #수지#이제훈 
.
.
.

#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘

👇😘👇😘👇😘👇

#이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱#leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
380,"Photo by @s.jin1226 on July 19, 2020. 이미지: 사람 1명, 그림.","July 19, 2020"
381,"⠀
[Butterfly Wrap Dress] 2020.06.22~2020.06.28
정상 판매가 455,000원 = 할인가 296,000원
⠀
6월의 4째주, 단 일주일만 296,000원 35% 할인된 가격으로 제안합니다.
⠀
아이오페 광고에서 TOP스타 신민아씨가 착용하여
화제가 된 원피스입니다.
우아한 쉐잎의 실루엣이 단연 돋보이는 랩원피스입니다.
양쪽 숄더 라인에 덧대어진 러플과
그 아래로 연결된 또 다른 러플 사이로 살갗이 살짝
내비치는 형태의 디자인이 매력적인 원피스입니다.
피부에 닿는 감촉이 톡톡하고 탄탄한 조직감으로
실루엣을 흐트러짐 없이 잡아줍니다.
모델과 같이 랩을 묶어 원피스로 착용해주셔도 되고
혹은 랩을 풀어 이너 위에 살짝 걸쳐
한여름 아우터로 착용해주셔도
또 다른 분위기를 연출하실 수 있는 디자인입니다.
실제 제품에는 모델 이미지와는 달리
가슴에 똑딱단추로 여밈을 주어
노출 걱정없이 착용하실 수 있습니다.",
382,"Official trailer 

경주 / Gyeongju (2014)
Directed by Zhang Lu

Daegu 7 am
Professor Choi-hyun impulsively  decides to visit Gyeongju one day thinking about Chun-hwa, who he met seven years ago.

11 am
The owner of the beautiful Arison teahouse , yun-hee, mistook Choi-hyun as a pervert because he was interested in an obscene painting that used to be on display. 

SinGyeongju station  2pm 
Choi-hyun meets up with an ex girlfriend but is disappointed that she only has a couple of hours to spare until she has to return to Seoul. 

Bomun Lake 5pm
After his ex-girlfriend leaves, Choi-hyun walks alone past Bomun Lake and heads back to Arison teahouse where he again meets Yun-hee. There they drink tea and talk some more.

Gathering 7pm
Yun-hee invites Choi-hyun for drinks with some friends and gradually becomes curious about him. 

Karaoke 11pm 
After drinks  Choi-hyun and Yun-hee visit the an ancient tombs and admire the view of dawn in down town Gyeongju. There Choi-hyun grows more attached to Yun-hee.

Yun-hee's house 1am

Yun-hee let's Choi-hyun stay at her house where they talk more about past relationships and their feelings. Yet, there is a strange air between them....

Gyeongju is  a very calming and peaceful film. Gentle wind blows through grass,  hypnotising sounds of Cicadas fill the air. The music is minimalist and the film just feels very Korean in general. This is quite interesting since the director was born in China. There much going on here in regards to history and I was absorbed right through to the end. 

#Gyeongju #경주 #ShinMina #신민아 #박해일 #ParkHaeil #YoonJinseo    #윤진서 #곽자형 #신소율 #ZhangLu #KoreanFilm #KoreanCinema #한국영화 #KoreanFilm2014 #Arthouse",
383,"Photo by 박종웅 on August 16, 2020. 이미지: 사람 2명, 근접 촬영.","August 16, 2020"
384,"Photo by 더꾸밈 네일_원장 Hwai on August 30, 2020. 이미지: 사람 1명 이상, 식물.","August 30, 2020"
385,"#Repost @megabox_plus_m with @make_repost
・・・
수면 위로 떠오르는 욕망과 광기
둘이 될 수 없는 자리🥇
 
🌟<디바> 메인 예고편 공개 기념 EVENT🌟
 
내 인생에서 광기가 최고치를 찍었던 순간은?
필수 해시태그+개인 SNS에 게시물 공유 후 댓글에 기대평 남기면
추첨을 통해 예매권을 드립니다🎁 (~8/27, 당첨자 개별고지)
 
필수 해시태그👑 #디바 #디바메인예고편공개
 
#신민아 #이유영 #이규형 #9월대개봉",
386,"Photo shared by @kstar_myfavorite on September 05, 2020 tagging @daraxxi, @bn_sj2013, @illusomina, @soohyun_k216, @jennierubyjane, @leejehoon_official, @sooyaaa__, and @jxxvvxxk. 이미지: 사람 1명, 앉기, 실내.","September 05, 2020"
387,"Photo by ColleCtion.TMI on August 19, 2020. 이미지: 텍스트.","August 19, 2020"
388,"Photo shared by SHIN MIN AH 🇻🇳 on August 24, 2020 tagging @illusomina. 이미지: 사람 1명.","August 24, 2020"
389,"Photo by @mmoipque_3mnrnm on July 16, 2020. 이미지: 사람 1명, 신발.","July 16, 2020"
390,"ㆍ

Posted @withregram • @moviebogo 둘이 될 수 없는 자리👑

최고를 둘러싼 #신민아 X #이유영 의 핏빛 광기가 깨어나다!!

 

#디바 메인 예고편 공개 이벤트🥇
 

예고편을 보고 개인 SNS에 공유+기대평을 댓글에 남겨 주시면

추첨을 통해 예매권을 드립니다🎁

 
 ✍ 일정 : 8/20(목)~8/27(목) 
 ✍ 발표 : 8/28(금)
 ✍ 인원 : 페이스북 10명(1인 2매, 총 20매)  인스타그램 15명(1인 2매, 총 30매)
 

#신민아 #이유영 #이규형 #9월대개봉",
391,"Photo by BrandBrief News on June 17, 2020. 이미지: 사람 1명, 식물, 근접 촬영, 실외, 문구: 'Hugreen""'.","June 17, 2020"
392,"Photo by 노스페이스 현대중동점 on September 07, 2020. 이미지: 사람 1명, 서 있음.","September 07, 2020"
393,"Photo by Eyesloveinfinity Malaysia on August 12, 2020. 이미지: 사람 1명.","August 12, 2020"
394,"💛💙💛💙💛💙💛
Marin wakes up with a smile...💒👰🏻☔️
(Tomorrow with you ep.4)
.
Yeoreum wakes up with tears...😢🦼🏥
(Where stars land ep.16)
.
.
It's been 2 years since his lastest drama.
(Where stars land → Oct,2018)
(Tomorrow with you → Feb,2017)
(Signal → Jan,2016😱😱🆘🆘💥💥)
.
Does anyone know ""Move to heaven"" and ""Signal 2"" release schedule??😷🏥🤒🆘🆘🙇‍♀️🚑
(Don’t ask me how many times I watched these dramas..😅)
.
.
.
#이제훈 #leejehoon #イジェフン 
#채수빈 #chaesoobin #チェスビン
#신민아 #shinminah #シンミナ
#wherestarsland #foxbridestar
#여우각시별 #輝く星のターミナル #キツネ嫁星 
#내일그대와 #tomorrowwithyou #明日キミと 
#드라마 #koreandrama #kdrama #韓国ドラマ",
395,"Photo shared by @kstar_myfavorite on June 12, 2020 tagging @daraxxi, @bn_sj2013, @illusomina, @soohyun_k216, @jennierubyjane, @leejehoon_official, and @jxxvvxxk. 이미지: 사람 1명, 앉기.","June 12, 2020"
396,"Reposted from @moviebogo 둘이 될 수 없는 자리👑

최고를 둘러싼 #신민아 X #이유영 의 핏빛 광기가 깨어나다!!

 

#디바 메인 예고편 공개 이벤트🥇
 

예고편을 보고 개인 SNS에 공유+기대평을 댓글에 남겨 주시면

추첨을 통해 예매권을 드립니다🎁

 
 ✍ 일정 : 8/20(목)~8/27(목) 
 ✍ 발표 : 8/28(금)
 ✍ 인원 : 페이스북 10명(1인 2매, 총 20매)  인스타그램 15명(1인 2매, 총 30매)
 

#신민아 #이유영 #이규형 #9월대개봉 - #regrann",
397,"Photo shared by @_min_a_shin on August 12, 2020 tagging @illusomina, and @ament_official. 이미지: 사람 1명, 전화, 셀카, 문구: '국가대표'.","August 12, 2020"
398,"Photo shared by COURONNE on September 10, 2020 tagging @couronne_official. 이미지: 신발.","September 10, 2020"
399,"Photo by @mimisang_ on August 31, 2020. 이미지: 사람 1명 이상, 그림.","August 31, 2020"
400,"Photo by 진ෆ⃛ on June 18, 2020. 이미지: 사람 3명.","June 18, 2020"
401,"Photo shared by @kstar_myfavorite on July 11, 2020 tagging @soohyun_k216. 이미지: 사람 1명, 근접 촬영, 문구: '7화'.","July 11, 2020"
402,"Photo by 르자당플라워 on July 16, 2020. 사진 설명이 없습니다..","July 16, 2020"
403,"Photo by 제니 🧚🏻‍♀️ on September 05, 2020. 이미지: 사람 2명, 잠자는 사람들, 아기, 근접 촬영.","September 05, 2020"
404,"#디바 #디바메인예고편공개 
#신민아 #이유영",
405,"🌺 영화 ‘키친’ 제작보고회
#20090107
-
곱슬곱슬머리가 넘나 커엽다구욧! 😘💕
・
𝕋𝕙𝕖 𝕟𝕒𝕜𝕖𝕕 𝕜𝕚𝕥𝕔𝕙𝕖𝕟
🌿
-
#주지훈 #신민아
#영화 #키친
#JuJiHoon #ShinMinAh
#Movie #TheNakedKitchen
🎞 출처: 연합뉴스",
406,"@jxxvvxxk today💕
#baeksangawards2020 .
.
.
#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘 👇😘👇😘👇😘👇 #이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱#leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
407,"#Repost @leejehoon_official 
이번엔 나름 잘 풀었다고 생각했다.
근데 답안지 보고 절망 ㅠㅠ
DC인사이드 이제훈 갤러리
고마워요 🥰
.
.
..
.
#사냥의시간#이제훈#최우식#안재홍#박정민#Netflix @netflixkr
#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘 👇😘👇😘👇😘👇 #이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱#leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
408,"Photo by 당구니 on August 03, 2020. 이미지: 사람 1명, 텍스트, 근접 촬영.","August 03, 2020"
409,"-

#디바 95점 드릴게요,,, '오점'이 없으니까,,,😚
※부끄러워하면 지는 거다※

#신민아 #이유영 #이규형 #영화 #영화추천 #주접 #주접댓글 #배우 #인터뷰",
410,"
#결혼 #반지  #오마이비너스 #소지섭 #신민아 #헨리 #성훈 #조은지  #정혜성 #재밌어 #재밌었어 #한국배우 #한국여배우  #한국 #드라마 #한국드라마 #사랑해 #좋아요 #オーマイビーナス #ソジソブ #シンミナ #ヘンリー #ソンフン #楽しそう #面白い #オーマイビーナス #괜찮아 #울지마 #쵀고 #감동 #연기",
411,"😘
#내여자친구는구미호 #신민아 #이승기
@illusomina #leeseunggi #드라마 #맛집
달달하구만💕 #아맛있다😋 #먹방",
412,"Movie Title ➡ DIVA (Sept 2020)
......
Yi-Young (Shin Min-A) is a diva in the world of diving. She and her best friend Soo-Jin (Lee Yoo-Young) get into a mysterious car accident. Due to that accident, Yi-Young loses her memory and Soo-Jin goes missing. Other divers talk about Yi-Young, as suspicion surrounds her. Under that situation, Yi-Young regains her diving skills, but her strong desire to keep her position as a diva and Soo-Jin’s disappearance push her into madness
.......
#xandria05_movie #diva #dive #디바 #shinmina #shinminah #leeyooyoung #신민아 #actress #이유영 #actor #leekyuhyung #이규형 #hibyemama #ohhanee #오하늬 #yoongeumseona #윤금선아",
413,"#오마이비너스 😘💕💕💕 (2015. 12.14. 월 .  9회)
준성 친모를 찾아가지만~~....
.
.
. ✔최이사와 우식의 이상한 낌새를 눈치 챈 민실장은 영호에게 조심하라고 당부한다. 영호의 집에서 나가기로 한 주은은 영호와 준성, 지웅과의 특별한 시간을 계획하는데...
.
.
.
#장준성_넘나_멋짐😍  #존킴  #소지섭  #헨리  #신민아
.
.
.
#성훈  #배우성훈  #sunghoon  #roiii  #로이방  #한류스타
.
.
.
📌http://vod.kbs.co.kr/m/index.html?source=episode&sname=vod&stype=vod&program_code=T2015-0607&program_id=PS-2015224268-01-000&section_code=03&broadcast_complete_yn=Y&local_station_code=00",
414,"다이빙과 미스터리 스릴러의 조합. 
✔️욕망. 광기. 서늘. 강렬✔️ 배우 #신민아 의 새로운 얼굴. 
영화 #디바 9월 개봉입니다. Coming soon🔜",
415,"경주 / Gyeongju (2014)
Directed by Zhang Lu

Daegu 7 am
Professor Choi-hyun impulsively  decides to visit Gyeongju one day thinking about Chun-hwa, who he met seven years ago.

11 am
The owner of the beautiful Arison teahouse , yun-hee, mistook Choi-hyun as a pervert because he was interested in an obscene painting that used to be on display. 

SinGyeongju station  2pm 
Choi-hyun meets up with an ex girlfriend but is disappointed that she only has a couple of hours to spare until she has to return to Seoul. 

Bomun Lake 5pm
After his ex-girlfriend leaves, Choi-hyun walks alone past Bomun Lake and heads back to Arison teahouse where he again meets Yun-hee. There they drink tea and talk some more.

Gathering 7pm
Yun-hee invites Choi-hyun for drinks with some friends and gradually becomes curious about him. 

Karaoke 11pm 
After drinks  Choi-hyun and Yun-hee visit the an ancient tombs and admire the view of dawn in down town Gyeongju. There Choi-hyun grows more attached to Yun-hee.

Yun-hee's house 1am

Yun-hee let's Choi-hyun stay at her house where they talk more about past relationships and their feelings. Yet, there is a strange air between them....

Gyeongju is  a very calming and peaceful film. Gentle wind blows through grass,  hypnotising sounds of Cicadas fill the air. The music is minimalist and the film just feels very Korean in general. This is quite interesting since the director was born in China. There much going on here in regards to history and I was absorbed right through to the end. 

#Gyeongju #경주 #ShinMina #신민아 #박해일 #ParkHaeil #YoonJinseo  #윤진서 #곽자형 #신소율 #ZhangLu #KoreanFilm #KoreanCinema #한국영화 #KoreanFilm2014 #Arthouse",
416,"Photo by Yuki * on June 23, 2020. 이미지: 사람 2명.","June 23, 2020"
417,"Photo by 하이보름 on June 22, 2020. 이미지: 사람 1명.","June 22, 2020"
418,"Photo by akr! on May 31, 2020. 이미지: 사람 2명.","May 31, 2020"
419,ลงรูปรัวๆอย่าพึ่งเบื่อหนูนะ แม่กำลังหลงหนักมาก ลูกสาวคนแรก ลูกสาวเดียว #신민아 #มินอา ❤️ #เด็กน้อย3วัน 🥰🥰,
420,"Photo shared by MICHIRU🇯🇵 on August 29, 2020 tagging @290_83. 이미지: 사람 1명, 서 있음, 실외.","August 29, 2020"
421,"Photo shared by @kstar_myfavorite on June 20, 2020 tagging @daraxxi, @bn_sj2013, @illusomina, @soohyun_k216, @jennierubyjane, @leejehoon_official, and @jxxvvxxk. 이미지: 사람 1명, 바다.","June 20, 2020"
422,"Photo shared by @kstar_myfavorite on June 14, 2020 tagging @bn_sj2013, @illusomina, @soohyun_k216, @jennierubyjane, @leejehoon_official, and @jxxvvxxk. 이미지: 사람 1명, 근접 촬영.","June 14, 2020"
423,"Photo by 노스페이스순천연향점 on September 01, 2020. 이미지: 사람 1명, 서 있음.","September 01, 2020"
424,"Photo by 와우드라마오스트 on September 07, 2020. 이미지: 사람 2명, 문구: 'W KOUAMLRST WOW kdrama.o 최고를 최고를향한추락 Film Mendatang 'Diva' Yang Dibintangi Oleh Shin Min Ah, Lee Yoo Young, & Lee Kyu Hyung, Telah Merilis Poster Karakter Barunya #wowkdramanews'.","September 07, 2020"
425,"Photo shared by @asura4266 on September 10, 2020 tagging @couronne_official. 이미지: 사람 1명, 문구: 'X H 母 couronne_official'.","September 10, 2020"
426,"Photo by 김수하 키즈모델 on August 08, 2020. 이미지: 사람 1명, 서 있음, 어린이, 근접 촬영.","August 08, 2020"
427,"Photo by 씨네픽 on September 05, 2020. 이미지: 사람 1명 이상, 문구: 'CINE PICK DICK 씨네픽이 전하는 9월 1주차 영화 소식'.","September 05, 2020"
428,"Photo by 김윤미(영화사올) on August 20, 2020. 이미지: 사람 1명 이상, 문구: '0 믿 본 나 를 더미 최고를 ပ 지 신민아이유영이규형 2020.09'.","August 20, 2020"
429,"Reposted from @moviebogo 둘이 될 수 없는 자리👑

최고를 둘러싼 #신민아 X #이유영 의 핏빛 광기가 깨어나다!!

 

#디바 메인 예고편 공개 이벤트🥇
 

예고편을 보고 개인 SNS에 공유+기대평을 댓글에 남겨 주시면

추첨을 통해 예매권을 드립니다🎁

 
 ✍ 일정 : 8/20(목)~8/27(목) 
 ✍ 발표 : 8/28(금)
 ✍ 인원 : 페이스북 10명(1인 2매, 총 20매)  인스타그램 15명(1인 2매, 총 30매)
 

#신민아 #이유영 #이규형 #9월대개봉 - #regrann",
430,"Photo shared by @kstar_myfavorite on June 17, 2020 tagging @soohyun_k216. 이미지: 사람 2명, 실외, 근접 촬영.","June 17, 2020"
431,"Photo by shinminahbar on July 28, 2020. 이미지: 사람 1명, 앉기.","July 28, 2020"
432,"Photo by 요즘핫👍🏻 on August 20, 2020. 이미지: 사람 1명.","August 20, 2020"
433,"#오마이비너스 😘💕💕💕 ( 2015.12.08.화.  8회 )
.
입양된 후 미국에서 자란 준성은 친모를 찾게되지만, 만나기를 거부하는  친모. 형편이 어려운 친모를 돕고 싶어하는 준성.....
.
.
.
영호에게 큰 배신감을 느낀 주은! 영호는 그런 주은을 만나기 위해 대구로 향한다. 한편, 우식은 존킴이 가홍 사람일수 있다는 사실을 알게 되는데...
.
.
.
#장준성_넘나_멋짐😍  #존킴  #소지섭  #헨리  #신민아
.
.
.
#성훈  #배우성훈  #sunghoon  #roiii  #한류스타
.
.
.
📌http://vod.kbs.co.kr/m/index.html?source=episode&sname=vod&stype=vod&program_code=T2015-0607&program_id=PS-2015221555-01-000&section_code=03&broadcast_complete_yn=Y&local_station_code=00#refresh",
434,"Photo shared by COURONNE on August 27, 2020 tagging @couronne_official, and @1064_studio. 사진 설명이 없습니다..","August 27, 2020"
435,"可愛い❤️ドンジュンも📪させて〰️💕
一瞬で癒してくれるドンジュン💜
ありがとう🤗🧡
・
明日も頑張って✊😃✊
・
#Repost@super_d.j 💜💜💜
・
@super_d.j 
#어제 
#JTBC #월화드라마 #보좌관2 #세상을움직이는사람들
#이정재 #신민아 #이엘리야 #김동준
#정만식 #김갑수 #정웅인 #박효주 #조복래
#KIMDONGJUN #金桐俊 #桐俊 #ドンジュン#キムドンジュン
#메이저나인 #메이저9 #MAJOR9l",
436,"Photo by 꽃길만 걷자!!! 🌸🌷🌹🌺🌻🌼 on August 04, 2020. 이미지: 사람 1명, 문구: '신민아·김우빈 커플, 집중호우 피해 수재민 위해 총 1억원 기부 본문듣기 설정 기사입력 2020.08.05. 오전 11:26 12 가가 0 /사진=에스카이어, 마리아끌레르'.","August 04, 2020"
437,"Photo by 정윤경 on May 29, 2020. 이미지: 사람 1명, 문구: 'Hugreen 창문을열지않아도 자동으로환기가되는 #자동환기칭'.","May 29, 2020"
438,"Photo shared by Aşk dolu bir hayat yaşa on July 16, 2020 tagging @illusomina. 이미지: 사람 1명, 텍스트.","July 16, 2020"
439,"잃어버린 기억의 조각...🧩
 
#신민아 X #이유영 X #이규형 
불완전한 서로의 기억을 쫓다!
 
#디바 '기억의 재구성' 캐릭터 영상 전/격/공/개
 
#9월23일대개봉 #미스터리 #스릴러",
440,"Photo shared by COURONNE on July 29, 2020 tagging @couronne_official, and @illusomina. 이미지: 사람 1명.","July 29, 2020"
441,"경주 / Gyeongju (2014)
Directed by Zhang Lu

Daegu 7 am
Professor Choi-hyun impulsively  decides to visit Gyeongju one day thinking about Chun-hwa, who he met seven years ago.

11 am
The owner of the beautiful Arison teahouse , yun-hee, mistook Choi-hyun as a pervert because he was interested in an obscene painting that used to be on display. 

SinGyeongju station  2pm 
Choi-hyun meets up with an ex girlfriend but is disappointed that she only has a couple of hours to spare until she has to return to Seoul. 

Bomun Lake 5pm
After his ex-girlfriend leaves, Choi-hyun walks alone past Bomun Lake and heads back to Arison teahouse where he again meets Yun-hee. There they drink tea and talk some more.

Gathering 7pm
Yun-hee invites Choi-hyun for drinks with some friends and gradually becomes curious about him. 

Karaoke 11pm 
After drinks  Choi-hyun and Yun-hee visit the an ancient tombs and admire the view of dawn in down town Gyeongju. There Choi-hyun grows more attached to Yun-hee.

Yun-hee's house 1am

Yun-hee let's Choi-hyun stay at her house where they talk more about past relationships and their feelings. Yet, there is a strange air between them....

Gyeongju is  a very calming and peaceful film. Gentle wind blows through grass,  hypnotising sounds of Cicadas fill the air. The music is minimalist and the film just feels very Korean in general. This is quite interesting since the director was born in China. There much going on here in regards to history and I was absorbed right through to the end. 

#Gyeongju #경주 #ShinMina #신민아 #박해일 #ParkHaeil #YoonJinseo    #윤진서 #곽자형 #신소율 #ZhangLu #KoreanFilm #KoreanCinema #한국영화 #KoreanFilm2014 #Arthouse",
442,"Photo shared by @kstar_myfavorite on June 09, 2020 tagging @daraxxi, @bn_sj2013, @illusomina, @soohyun_k216, @jennierubyjane, @leejehoon_official, and @jxxvvxxk. 이미지: 사람 2명, 앉아 있는 사람들, 문구: 'SWOON N N'.","June 09, 2020"
443,"Photo by ok_haha on September 09, 2020. 이미지: 사람 1명 이상, 문구: '대부분의 여자들이 싫어하는 싫어하는남친의 남친의 이것 (feat. 남자친구)'.","September 09, 2020"
444,"@jennierubyjane 😍💕😍💕
.
.
.
#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘 👇😘👇😘👇😘👇 #이제훈leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱#leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
445,"Photo by 디스패치 인스타그램 on August 12, 2020. 이미지: 사람 3명, 서 있는 사람들.","August 12, 2020"
446,"Photo by 홍콩 스쿨 on August 18, 2020. 이미지: 사람 1명 이상.","August 18, 2020"
447,"Photo shared by In Korean Style on July 22, 2020 tagging @illusomina. 이미지: 사람 2명.","July 22, 2020"
448,"@dntlrdl So cute😊
@bn_sj2013 #최우식#choiwooshik
.
.
.
.
#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘

👇😘👇😘👇😘👇

#이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱#leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
449,"Photo shared by ᴋᴏʀᴇᴀɴ ᴅʀᴀᴍᴀs🇰🇷 on June 22, 2020 tagging @illusomina. 이미지: 사람 2명, 음식, 문구: '+eaturkimichi;- @eaturkimichi me fantasizing about food while watching a mukbang video KBS2'.","June 22, 2020"
450,"Photo by 🌼테이커웍 take a walk [work] on April 10, 2020. 이미지: 사람 1명, 서 있음, 전화.","April 10, 2020"
451,"Photo by yanoyuhi on August 13, 2020. 이미지: 사람 7명.","August 13, 2020"
452,"Photo shared by @kstar_myfavorite on July 11, 2020 tagging @daraxxi, @bn_sj2013, @illusomina, @soohyun_k216, @newharoobompark, @jennierubyjane, @leejehoon_official, and @jxxvvxxk. 이미지: 사람 1명, 서 있음.","July 11, 2020"
453,"Photo by my oppas / 내 오빠들 on June 22, 2020. 이미지: 사람 1명, 텍스트.","June 22, 2020"
454,"Photo shared by @_min_a_shin on August 12, 2020 tagging @ament_official. 이미지: 사람 1명, 서 있음.","August 12, 2020"
455,"Photo by 이승기 on September 10, 2020. 이미지: 사람 1명, 앉기.","September 10, 2020"
456,"복고 가수로 데뷔한 신민아?...는 아니고요, #로저비비에 새로운 필름, 비비에 러브 스토리'에 등장한 모습이랍니다. 👠심지어 브랜드 앰버서더인 신민아가 기획, 연출, 연기 모두 디렉팅 했다는 사실! 놀랍죠?

할머니의 소중한 로저 비비에 박스를 만난 후, 시간 여행을 하게 된 손녀의 이야기를 담은 이번 영상의 관전 포인트는 눈부신 신민아와 RV 로고가 반짝이는 '아이 러브 비비에' 슬링백 슈즈! ✨ 

신민아의 상상력으로 탄생한 '비비에 러브 스토리', 지금 당장 플레이해보세요. ✍️박애나 @rogervivier @gherardofelloni @illusomina",
457,"Photo by 힐링•웃음 on September 09, 2020. 이미지: 문구: '신민아왕따 왕따 아이러브 그룹 탈퇴 스트레스로 체중 35kg 진짜힘들어겠다... 힘내세요!'.","September 09, 2020"
458,"Photo shared by @kstar_myfavorite on June 01, 2020 tagging @bn_sj2013. 이미지: 사람 1명, 앉기.","June 01, 2020"
459,"Photo by 아우라뷰티 / 아우라+ 공식 인스타그램 in Aura Beauty with @aurabeauty_01, @aurabeauty_hair, and @ament_official. 이미지: 사람 1명.",
460,"Photo by megabox_plus_m on August 28, 2020. 이미지: 문구: '최고를 디비 향한 추락 8/29(토) 오전 10시 KBS2 '영화가좋다' '신들의 전쟁-알고 보면 재미 100배! 비하인드' DIYA 2020.09'.","August 28, 2020"
461,"Photo shared by LEE JEHOON❤︎Fanpage on August 06, 2020 tagging @leejehoon_official, and @hs_kim_95. 이미지: 사람 4명, 텍스트.","August 06, 2020"
462,"Photo by 와우드라마오스트 on July 28, 2020. 이미지: 사람 2명, 문구: 'W WOW drama.ost Ini Dia 9 Drama Korea Yang Membawa Kekuatan Supranatural Ke Dunia Nyata, Yang Mana Favorit Kamu ? #wowkdramanews'.","July 28, 2020"
463,"Photo shared by shinminafans on September 05, 2020 tagging @illusomina. 이미지: 사람 2명, 서 있는 사람들, 어린이.","September 05, 2020"
464,"Photo shared by Mie🤗 on June 26, 2020 tagging @yeon_woojin. 이미지: 사람 4명, 근접 촬영, 문구: 'smilelv.vlsmile'.","June 26, 2020"
465,"@daraxxi 😊🐰 #Repost @brightsandara 🙏
.
.
#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘 👇😘👇😘👇😘👇 #이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱#leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
466,"#Repost @megabox_plus_m (@get_repost)
・・・
수면 위로 떠오르는 욕망과 광기
둘이 될 수 없는 자리🥇
 
🌟<디바> 메인 예고편 공개 기념 EVENT🌟
 
내 인생에서 광기가 최고치를 찍었던 순간은?
필수 해시태그+개인 SNS에 게시물 공유 후 댓글에 기대평 남기면
추첨을 통해 예매권을 드립니다🎁 (~8/27, 당첨자 개별고지)
 
필수 해시태그👑 #디바 #디바메인예고편공개
 
#신민아 #이유영 #이규형 #9월대개봉",
467,"Photo by 하늘 비  Now 🦋🦋 on August 14, 2020. 이미지: 사람 1명 이상, 문구: '되바 최고를향한추락 향한 2020.09 KBS2 영화자다 8원 15일(토) 오전 10시 20분 megabox_plus_m L'.","August 14, 2020"
468,#휴가 #here #히어 #申敏儿 #신민아 #shinminah #shinmina #shinminabar #shinminahbar #디바,
469,"Photo shared by @kstar_myfavorite on June 12, 2020 tagging @daraxxi, @bn_sj2013, @sarament_official, @illusomina, @soohyun_k216, @jennierubyjane, @leejehoon_official, and @jxxvvxxk. 이미지: 사람 1명 이상, 앉아 있는 사람들.","June 12, 2020"
470,"Photo shared by 임철우 on September 08, 2020 tagging @aurabeauty_hair, and @illusomina. 이미지: 사람 1명.","September 08, 2020"
471,"Photo by 색연필초상화 on July 04, 2020. 사진 설명이 없습니다..","July 04, 2020"
